SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Tenure_MonthlyCharges,TenureGroup_0-12,TenureGroup_25-48,TenureGroup_49+,HighCharges,LongTenure
0,0,1,17,1,64.7,1093.1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1099.9,False,False,False,0,0
1,1,0,71,1,96.35,6766.95,0,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,6840.849999999999,False,False,True,1,1
1,1,0,2,1,95.5,181.65,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,191.0,True,False,False,1,0
0,1,1,27,0,66.15,1874.45,0,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,1786.0500000000002,False,True,False,0,0
0,0,0,1,0,20.2,20.2,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,20.2,True,False,False,0,0
1,0,0,1,0,45.25,45.25,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.25,True,False,False,0,0
0,1,1,72,0,99.9,7251.7,0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,7192.8,False,False,True,1,1
0,0,0,5,1,69.7,316.9,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,348.5,True,False,False,0,0
0,0,0,46,1,74.8,3548.3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,3440.7999999999997,False,True,False,0,0
0,0,0,34,1,106.35,3549.25,1,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,3615.8999999999996,False,True,False,1,0
0,0,0,11,1,97.85,1105.4,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,1076.35,True,False,False,1,0
0,1,1,10,0,49.55,475.7,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,495.5,True,False,False,0,0
0,1,1,70,1,69.2,4872.35,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,4844.0,False,False,True,0,1
0,1,1,17,0,20.75,418.25,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,352.75,False,False,False,0,0
0,0,0,63,1,79.85,4861.45,0,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,5030.549999999999,False,False,True,0,1
0,1,0,13,1,76.2,981.45,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,990.6,False,False,False,0,0
0,0,0,49,1,84.5,3906.7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4140.5,False,False,True,0,0
0,0,0,2,0,49.25,97.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,98.5,True,False,False,0,0
0,0,0,2,1,80.65,144.15,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,161.3,True,False,False,0,0
0,0,0,52,1,79.75,4217.8,0,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,4147.0,False,False,True,0,0
0,1,1,69,1,64.15,4254.1,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,4426.35,False,False,True,0,1
1,0,0,43,1,90.25,3838.75,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,3880.75,False,True,False,1,0
0,0,0,15,1,99.1,1426.4,1,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1486.5,False,False,False,1,0
1,1,0,25,1,69.5,1752.65,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,1737.5,False,True,False,0,0
1,1,0,8,1,80.65,633.3,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,645.2,True,False,False,0,0
1,1,1,60,1,74.85,4456.35,0,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,4491.0,False,False,True,0,1
1,0,0,18,1,95.45,1752.55,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1718.1000000000001,False,False,False,1,0
0,1,1,63,1,99.65,6311.2,0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,6277.950000000001,False,False,True,1,1
1,1,1,66,1,108.45,7076.35,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,7157.7,False,False,True,1,1
0,1,1,34,0,24.95,894.3,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,848.3,False,True,False,0,0
0,0,0,72,1,107.5,7853.7,0,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,7740.0,False,False,True,1,1
0,1,0,47,1,100.5,4707.1,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,4723.5,False,True,False,1,0
0,0,0,60,1,89.9,5450.7,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,5394.0,False,False,True,1,1
0,1,0,72,0,42.1,2962.0,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,3031.2000000000003,False,False,True,0,1
0,1,1,18,1,54.4,957.1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,979.1999999999999,False,False,False,0,0
0,0,0,9,0,94.4,857.25,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,849.6,True,False,False,1,0
0,0,0,3,1,75.3,244.1,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,225.89999999999998,True,False,False,0,0
0,1,0,47,1,78.9,3650.35,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,3708.3,False,True,False,0,0
0,0,0,31,0,79.2,2497.2,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,2455.2000000000003,False,True,False,0,0
0,1,1,50,0,20.15,930.9,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1007.4999999999999,False,False,True,0,0
0,0,0,10,1,79.85,887.35,0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,798.5,True,False,False,0,0
0,0,0,1,0,49.05,49.05,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,49.05,True,False,False,0,0
0,1,1,52,1,20.4,1090.65,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,1060.8,False,False,True,0,0
1,1,1,64,1,111.6,7099.0,0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,7142.4,False,False,True,1,1
0,1,1,62,1,24.25,1424.6,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1503.5,False,False,True,0,1
0,0,1,3,1,64.5,177.4,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,193.5,True,False,False,0,0
1,0,0,56,0,110.5,6139.5,0,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,6188.0,False,False,True,1,1
0,0,0,46,0,55.65,2688.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,2559.9,False,True,False,0,0
0,1,1,8,0,54.65,482.25,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,437.2,True,False,False,0,0
1,0,0,30,1,74.75,2111.3,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,2242.5,False,True,False,0,0
0,1,1,45,1,25.9,1216.6,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1165.5,False,True,False,0,0
0,0,1,1,1,79.35,79.35,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,79.35,True,False,False,0,0
0,1,1,11,0,50.55,565.35,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,556.05,True,False,False,0,0
0,1,0,7,1,75.15,496.9,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,526.0500000000001,True,False,False,0,0
0,0,0,42,1,103.8,4327.5,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,4359.599999999999,False,True,False,1,0
0,1,0,49,1,20.15,973.35,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,987.3499999999999,False,False,True,0,0
0,0,0,9,1,99.3,918.75,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,893.6999999999999,True,False,False,1,0
0,1,0,35,1,62.15,2215.45,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2175.25,False,True,False,0,0
0,1,1,48,0,20.65,1057.0,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,991.1999999999999,False,True,False,0,0
0,1,1,46,1,19.95,927.1,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,917.6999999999999,False,True,False,0,0
0,1,0,29,0,33.75,1009.25,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,978.75,False,True,False,0,0
0,1,1,30,0,82.05,2570.2,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2461.5,False,True,False,0,0
1,0,0,1,0,74.7,74.7,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,74.7,True,False,False,0,0
0,1,1,66,1,84.0,5714.25,0,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,5544.0,False,False,True,0,1
0,0,0,65,1,111.05,7107.0,0,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,7218.25,False,False,True,1,1
0,0,0,72,1,100.9,7459.05,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,7264.8,False,False,True,1,1
0,0,0,12,1,78.95,927.35,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,947.4000000000001,True,False,False,0,0
0,1,1,71,1,66.85,4748.7,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,4746.349999999999,False,False,True,0,1
0,0,0,5,0,21.05,113.85,1,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,105.25,True,False,False,0,0
0,0,0,52,0,21.0,1107.2,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1092.0,False,False,True,0,0
1,1,0,25,1,98.5,2514.5,1,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,2462.5,False,True,False,1,0
0,0,0,1,0,20.2,20.2,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,20.2,True,False,False,0,0
0,1,1,1,0,19.45,19.45,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,19.45,True,False,False,0,0
0,0,0,38,0,95.0,3605.6,0,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,3610.0,False,True,False,1,0
1,1,0,66,0,45.55,3027.25,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,3006.2999999999997,False,False,True,0,1
0,1,0,68,1,110.0,7611.85,1,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,7480.0,False,False,True,1,1
0,0,0,5,0,24.3,100.2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,121.5,True,False,False,0,0
0,1,1,72,1,104.15,7303.05,0,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,7498.8,False,False,True,1,1
0,0,0,32,0,30.15,927.65,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,964.8,False,True,False,0,0
0,0,0,43,0,94.35,3921.3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,4057.0499999999997,False,True,False,1,0
0,1,1,72,0,19.4,1363.25,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1396.8,False,False,True,0,1
0,1,0,55,1,96.75,5238.9,1,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,5321.25,False,False,True,1,0
0,0,0,52,0,57.95,3042.25,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,3013.4,False,False,True,0,0
0,0,0,43,1,91.65,3954.1,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,3940.9500000000003,False,True,False,1,0
1,1,0,37,1,76.5,2868.15,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2830.5,False,True,False,0,0
0,1,1,64,1,54.6,3423.5,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,3494.4,False,False,True,0,1
0,1,1,3,0,89.85,248.4,0,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,269.54999999999995,True,False,False,0,0
0,0,0,36,0,31.05,1126.35,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1117.8,False,True,False,0,0
0,1,1,10,1,100.25,1064.65,1,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1002.5,True,False,False,1,0
0,0,0,41,0,20.65,835.15,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,846.65,False,True,False,0,0
0,1,1,27,1,85.2,2151.6,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,2300.4,False,True,False,0,0
0,1,1,56,1,99.8,5515.45,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,5588.8,False,False,True,1,1
0,0,0,6,0,20.7,112.75,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,124.19999999999999,True,False,False,0,0
0,0,0,3,1,74.4,229.55,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,223.20000000000002,True,False,False,0,0
0,1,1,7,0,50.7,350.35,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,354.90000000000003,True,False,False,0,0
0,1,1,4,0,20.85,62.9,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,83.4,True,False,False,0,0
0,0,0,33,1,88.95,3027.65,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,2935.35,False,True,False,0,0
1,0,0,27,1,78.05,2135.5,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2107.35,False,True,False,0,0
0,1,0,72,1,23.55,1723.95,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1695.6000000000001,False,False,True,0,1
0,0,0,1,0,19.75,19.75,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.75,True,False,False,0,0
1,0,0,71,1,56.45,3985.35,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,4007.9500000000003,False,False,True,0,1
0,0,0,13,1,85.95,1215.65,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1117.3500000000001,False,False,False,0,0
0,1,1,25,1,58.6,1502.65,1,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,1465.0,False,True,False,0,0
0,0,0,67,0,50.55,3260.1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3386.85,False,False,True,0,1
0,0,0,1,1,35.45,35.45,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,35.45,True,False,False,0,0
0,0,0,2,0,44.35,81.25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,88.7,True,False,False,0,0
0,0,0,43,1,25.7,1188.2,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,1105.1,False,True,False,0,0
0,0,0,23,1,75.0,1778.5,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1725.0,False,False,False,0,0
0,1,1,64,0,20.2,1277.75,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1292.8,False,False,True,0,1
0,0,1,57,1,19.6,1170.55,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1117.2,False,False,True,0,1
1,1,0,1,1,70.45,70.45,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70.45,True,False,False,0,0
1,1,1,72,1,88.05,6425.65,0,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,6339.599999999999,False,False,True,0,1
0,0,0,8,0,71.15,563.65,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,569.2,True,False,False,0,0
0,1,0,61,1,101.05,5971.25,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,6164.05,False,False,True,1,1
0,0,0,64,1,84.3,5289.05,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,5395.2,False,False,True,0,1
1,1,0,71,0,23.95,1756.2,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,1700.45,False,False,True,0,1
0,1,1,65,1,99.05,6416.7,0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,6438.25,False,False,True,1,1
0,0,0,3,0,19.6,61.35,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,58.800000000000004,True,False,False,0,0
0,0,0,1,1,45.65,45.65,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,45.65,True,False,False,0,0
0,0,1,30,0,64.5,1929.95,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,1935.0,False,True,False,0,0
0,1,1,15,1,69.5,1071.4,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,1042.5,False,False,False,0,0
0,1,1,8,1,68.55,564.35,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,548.4,True,False,False,0,0
0,0,0,7,0,95.0,655.5,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,665.0,True,False,False,1,0
0,1,1,70,1,108.15,7930.55,0,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,7570.5,False,False,True,1,1
0,1,1,62,0,86.1,5215.25,0,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,5338.2,False,False,True,0,1
0,1,1,6,0,19.7,113.5,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,118.19999999999999,True,False,False,0,0
0,1,1,14,1,80.9,1152.8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1132.6000000000001,False,False,False,0,0
0,0,0,22,1,84.15,1821.95,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1851.3000000000002,False,False,False,0,0
0,1,1,22,0,20.15,419.9,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,443.29999999999995,False,False,False,0,0
0,1,1,16,0,64.25,1024.0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,1028.0,False,False,False,0,0
0,0,0,10,0,25.7,251.6,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,257.0,True,False,False,0,0
0,0,1,13,1,56.0,764.55,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,728.0,False,False,False,0,0
0,1,0,20,0,82.4,1592.35,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1648.0,False,False,False,0,0
0,0,0,2,1,69.7,135.2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,139.4,True,False,False,0,0
0,0,0,53,1,73.9,3958.25,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,3916.7000000000003,False,False,True,0,0
0,1,1,11,0,20.6,233.9,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,226.60000000000002,True,False,False,0,0
0,1,0,69,0,19.9,1363.45,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1373.1,False,False,True,0,1
0,0,0,4,1,70.9,273.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,283.6,True,False,False,0,0
0,1,0,72,1,89.05,6254.45,0,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,6411.599999999999,False,False,True,0,1
1,1,0,58,1,45.3,2651.2,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,2627.3999999999996,False,False,True,0,1
0,1,1,16,0,20.4,321.4,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,326.4,False,False,False,0,0
0,1,0,43,1,84.25,3539.25,0,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,3622.75,False,True,False,0,0
0,1,0,2,1,104.4,242.8,1,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,208.8,True,False,False,1,0
0,1,0,14,0,81.95,1181.75,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,1147.3,False,False,False,0,0
0,1,0,53,1,94.85,5000.2,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,5027.049999999999,False,False,True,1,0
0,0,0,32,0,20.55,654.55,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,657.6,False,True,False,0,0
0,1,0,34,0,24.7,780.2,0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,839.8,False,True,False,0,0
1,0,0,15,1,74.45,1145.7,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1116.75,False,False,False,0,0
1,0,0,7,0,76.45,503.6,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,535.15,True,False,False,0,0
0,1,1,15,1,105.35,1559.25,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,1580.25,False,False,False,1,0
